"Source File / Class / Function / Call Stack","INST_RETIRED.ANY","CPU_CLK_UNHALTED.THREAD","CPU_CLK_UNHALTED.REF_TSC","CYCLE_ACTIVITY.STALLS_MEM_ANY","MEM_INST_RETIRED.ALL_LOADS_PS","MEM_INST_RETIRED.ALL_STORES_PS","MEM_LOAD_L3_HIT_RETIRED.XSNP_HITM_PS","CYCLE_ACTIVITY.STALLS_L1D_MISS","CYCLE_ACTIVITY.STALLS_L2_MISS","CYCLE_ACTIVITY.STALLS_L3_MISS","EXE_ACTIVITY.1_PORTS_UTIL","MEM_LOAD_L3_HIT_RETIRED.XSNP_HIT_PS","MEM_LOAD_L3_HIT_RETIRED.XSNP_MISS_PS","MEM_LOAD_RETIRED.FB_HIT_PS","MEM_LOAD_RETIRED.L1_MISS_PS","EXE_ACTIVITY.2_PORTS_UTIL","EXE_ACTIVITY.BOUND_ON_STORES","EXE_ACTIVITY.EXE_BOUND_0_PORTS","FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE","MEM_LOAD_RETIRED.L2_HIT_PS","MEM_LOAD_RETIRED.L3_HIT_PS","MEM_LOAD_RETIRED.L3_MISS_PS","FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE","FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE","FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE","FP_ARITH_INST_RETIRED.SCALAR_DOUBLE","FP_ARITH_INST_RETIRED.SCALAR_SINGLE","IDQ_UOPS_NOT_DELIVERED.CORE","INT_MISC.RECOVERY_CYCLES","L1D_PEND_MISS.FB_FULL","L1D_PEND_MISS.PENDING","OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD","OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD","UOPS_EXECUTED.X87","UOPS_ISSUED.ANY","UOPS_RETIRED.RETIRE_SLOTS","Module","Function (Full)","Source File","Start Address"
"strtol.c","0","4000000","4000000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000015","0","0","0","0","[Unknown]","[Unknown]","[Unknown]","0"
"syscall.S","0","4000000","8000000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000015","0","0","0","0","0","0","0","0","[Unknown]","[Unknown]","[Unknown]","0"
"iofopen.c","0","4000000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","[Unknown]","[Unknown]","[Unknown]","0"
"regcomp.c","0","0","0","0","500015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","[Unknown]","[Unknown]","[Unknown]","0"
"_itoa.c","0","4000000","4000000","0","500015","2000030","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","[Unknown]","[Unknown]","[Unknown]","0"
"localealias.c","0","0","4000000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","[Unknown]","[Unknown]","[Unknown]","0"
"cancellation.S","0","0","0","0","500015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","[Unknown]","[Unknown]","[Unknown]","0"
"iofclose.c","0","0","0","0","500015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","[Unknown]","[Unknown]","[Unknown]","0"
"mapping.c","4000000","0","4000000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","[Unknown]","[Unknown]","[Unknown]","0"
"fnmatch_loop.c","4000000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","[Unknown]","[Unknown]","[Unknown]","0"
"fxstat.c","0","0","4000000","0","500015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000015","[Unknown]","[Unknown]","[Unknown]","0"
"ufunc_type_resolution.c","4000000","0","0","0","0","1000015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000015","10000015","0","0","0","[Unknown]","[Unknown]","[Unknown]","0"
"memset-vec-unaligned-erms.S","4000000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000015","[Unknown]","[Unknown]","[Unknown]","0"
"fileops.c","4000000","0","4000000","0","1000030","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","[Unknown]","[Unknown]","[Unknown]","0"
"multiarraymodule.c","4000000","4000000","8000000","0","500015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","[Unknown]","[Unknown]","[Unknown]","0"
"ieee754.c.src","4000000","0","4000000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","[Unknown]","[Unknown]","[Unknown]","0"
"syscall-template.S","4000000","4000000","4000000","0","3000090","0","0","10000015","0","0","10000015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000015","[Unknown]","[Unknown]","[Unknown]","0"
"strcmp-sse42.S","4000000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","[Unknown]","[Unknown]","[Unknown]","0"
"strtod_l.c","4000000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","[Unknown]","[Unknown]","[Unknown]","0"
"lowlevel_strided_loops.h","8000000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000015","0","[Unknown]","[Unknown]","[Unknown]","0"
"strcmp.S","8000000","4000000","8000000","0","1000030","0","0","10000015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000015","0","0","0","10000015","[Unknown]","[Unknown]","[Unknown]","0"
"strcpy-sse2-unaligned.S","8000000","16000000","12000000","10000015","1500045","1000015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000015","0","0","0","0","0","0","40000060","0","0","0","10000015","0","0","0","10000015","[Unknown]","[Unknown]","[Unknown]","0"
